framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1664.51	2018.88	1664.51	0.0001	28.4	98.4	100	100	90	13.44	59.8	19.93	0	1087.36	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	6225	2.36	193581	61947	3	90.45	3.12	5289	104	1760.55	2316.9	1760.55	0.0001	10.6	97	100	100	90	12.78	64.8	11.63	0	1070.67	0	-0.007	13	859	484	89	616.31	29894.72
jquery	True	1106	2.26	100009	34722	1	99.5	2.88	1588	119	1830.66	2018.09	1830.66	0.1459	0	92	100	99.2	90	16.53	104.5	34.83	0	1084.14	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	719	2.21	59808	15719	1	98.81	3.8	1571	118	1555.66	1823.27	1555.66	0.055	1	99	96	100	90	17.53	119	39.67	0	1076.29	0	-0.004	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	28.54	99.6	48.93	0	1069.97	39.8	-0.003	4	321	234	67	154.88	17543.75
preact	True	729	2.18	27622	10088	1	100	2.74	1024	104	1358.75	1663.12	1358.75	0.0001	0	99.8	100	100	90	16.7	44.8	16.57	0	1064.02	0	-0.008	12	776	461	101	585.8	25344.18
qwik	True	1214	2.25	91158	34628	13	100	2.63	1551	118	1418.25	2127.24	1418.25	1.0091	0	74	96	100	90	17.89	94.6	31.53	0	1086.2	0	-0.003	16	754	415	83	861.8	26425.59
react	True	1239	2.31	158538	50256	1	100	3.15	1022	104	1942.6	2246.19	1942.6	0.0002	48.9	96.2	100	100	90	16.98	64.7	21.57	0	1060.66	0	-0.012	13	762	438	90	634.69	24213.69
solid	True	1088	2.18	26458	9243	1	100	2.86	1545	118	1330.35	1544.93	1330.35	0.0001	0	99.8	100	100	90	16.45	64.6	21.53	0	1062.54	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	2869	2.27	117668	38610	11	68.6	3.05	1026	104	1677.23	2104.13	1677.23	0	0	98	100	96	90	16.15	79.6	26.53	0	1054.46	0	-0.007	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1245.23	1552.24	1245.23	0.146	0	94	100	96	90	17.26	84.6	28.2	0	1078.58	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	633	2.17	17211	5999	1	96.97	2.87	1024	104	1211.21	1393.21	1211.21	0.0001	0	100	100	100	90	16.53	84.3	28.1	0	1069.49	0	0	3	743	388	76	74.17	22895.14
vue	True	1290	2.23	76585	29349	1	100	2.61	1554	118	1658.28	1852.62	1658.28	0.0001	0	99	100	100	90	17.94	64.7	21.57	0	1068.24	0	-0.006	11	677	217	57	686.46	10853.47
