framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1863.28	2022.68	1863.28	0.0002	25.2	98	100	100	90	15.42	94.6	31.53	0	1400.55	0	-0.01	3	444	299	68	83.56	13776.09
angular	True	6281	2.36	193581	61947	3	90.45	3.12	5288	104	1762.67	2284.08	1762.67	0.0001	7.4	97.2	100	100	90	22.76	119.5	39.83	0	1377.25	0	-0.005	13	859	484	89	616.31	29894.72
jquery	True	1123	2.26	100009	34722	1	99.5	2.88	1542	117	1843.86	2015.98	1843.86	0.1459	0	92	100	99.2	90	13.5	84.6	28.2	0	1404.54	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	717	2.21	59808	15719	1	98.81	3.8	1563	118	1546.69	1851.73	1546.69	0.055	0.8	99	96	100	90	14.05	99.5	33.17	0	1403.24	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	23.76	169.2	49.75	0	1410.46	34.8	0	4	321	234	67	154.88	17543.75
preact	True	715	2.18	27622	10088	1	100	2.74	1023	104	1358.01	1662.02	1358.01	0.0001	0	100	100	100	90	15.42	84.6	14.93	0	1397.21	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1199	2.25	91158	34628	13	100	2.63	1546	118	1431.95	2123.42	1431.95	0.3992	0	89	96	100	90	16.33	104.5	34.83	0	1454.91	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1246	2.31	158538	50256	1	100	3.15	1022	105	1942.1	2247.55	1942.1	0.0001	44.9	96.4	100	100	90	12.85	84.6	14.93	0	1376.44	0	-0.009	13	762	438	90	634.69	24213.69
solid	True	1086	2.18	26458	9243	1	100	2.86	1552	117	1393.09	1548.24	1393.09	0.0001	0	99.6	100	100	90	14.77	114.5	19.92	0	1408.82	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2840	2.27	117670	38615	11	68.6	3.05	1026	104	1668.99	2117.28	1668.99	0	0	98	100	96	90	13.74	99.5	33.17	0	1364.27	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1247.49	1545.65	1247.49	0.146	0	94	100	96	90	14.95	124.4	21.57	0	1404.32	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	639	2.17	17211	5999	1	96.97	2.87	1023	104	1211.45	1395.98	1211.45	0.0001	0	100	100	100	90	15.62	84.6	14.93	0	1390.55	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1297	2.23	76585	29349	1	100	2.61	1556	118	1629.92	1854.68	1629.92	0.0001	0	99	100	100	90	15.39	104.5	34.83	0	1443.52	0	-0.003	11	677	217	57	686.46	10853.47
