framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1759.18	2014.12	1759.18	0.0002	21.6	98.2	100	100	90	18.86	139.3	15.36	0	1052.08	0	0.011	3	444	299	68	83.56	13776.09
angular	True	6345	2.36	193581	61947	3	90.45	3.12	5285	104	1757.12	2220.62	1757.12	0.0001	5.2	97.6	100	100	90	17.18	104.6	34.87	0	1067.55	0	-0.007	13	859	484	89	616.31	29894.72
jquery	True	1122	2.26	100009	34722	1	99.5	2.88	1561	119	1835.25	2017.38	1835.25	0.1459	0	92	100	99.2	90	17.55	139.5	46.5	0	1066.45	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	716	2.21	59808	15719	1	98.81	3.8	1562	118	1545.37	1850.46	1545.37	0.055	0.8	99	96	100	90	16.32	144.2	48.07	0	1070.16	0	-0.004	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	24.27	138.8	53.46	0	1066.24	49.7	-0.004	4	321	234	67	154.88	17543.75
preact	True	716	2.18	27622	10088	1	100	2.74	1023	104	1359.31	1635.77	1359.31	0.0001	0	99.8	100	100	90	16.92	69.6	12.43	0	1080.48	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1206	2.25	91158	34628	13	100	2.63	1552	118	1402.75	2126.07	1402.75	0.6056	0	84	96	100	90	16.33	89.5	29.83	0	1072.67	0	-0.009	16	754	415	83	861.8	26425.59
react	True	1242	2.31	158538	50256	1	100	3.15	1022	105	1941.32	2246.08	1941.32	0.0001	46.7	96.2	100	100	90	13.95	24.9	8.3	0	1056.69	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1087	2.18	26458	9243	1	100	2.86	1534	118	1388.1	1541.84	1388.1	0.0001	0	99.8	100	100	90	16.64	134.3	44.77	0	1078.86	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	2768	2.27	117670	38612	11	68.6	3.05	1024	105	1669.37	2056.6	1669.37	0	0	98.4	100	96	90	17.28	129.4	43.13	0	1058.67	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1245.85	1547	1245.85	0.146	0	94	100	96	90	17.55	119.5	20.75	0	1077.63	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	621	2.17	17211	5999	1	96.97	2.87	1023	104	1211.35	1393.82	1211.35	0.0001	0	100	100	100	90	12.83	129.4	43.13	0	1071.67	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1277	2.23	76585	29349	1	100	2.61	1533	118	1631.08	1857.02	1631.08	0.0001	0	99	100	100	90	15.95	119.5	39.83	0	1075.44	0	-0.007	11	677	217	57	686.46	10853.47
