framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1863.34	2019.39	1863.34	0.0002	28	98	100	100	90	16.13	64.7	21.57	0	1386.81	0	-0.013	3	444	299	68	83.56	13776.09
angular	True	6583	2.32	158642	51430	1	100	3.08	5506	104	1958.67	2316.6	1958.67	0.0001	7.2	97	100	100	90	26.52	49.8	16.6	0	1386.53	0	-0.003	13	764	424	88	631.62	27036.12
astro	True	1433	2.17	11475	3814	1	100	3.01	2493	110	1211.05	1511.05	1211.05	0.0002	0	100	100	100	90	14.45	64.8	21.6	0	1391.89	0	-0.004	4	546	372	73	159.38	18153.98
geajs	True	980	2.19	32881	9964	1	98.43	3.3	1022	106	1543.44	1698.66	1543.44	0.0001	9	99	100	100	90	16.75	79.7	26.57	0	1408.73	0	-0.013	13	713	452	91	678.96	24340.98
jquery	True	1177	2.26	100009	34722	1	99.5	2.88	1032	108	1833.18	2025.67	1833.18	0.1459	0	92	100	99.2	90	15.28	10	3.33	0	1391.02	0	-0.007	3	481	287	45	87.4	18604.14
lit	True	759	2.21	59808	15719	1	98.81	3.8	1023	105	1557.78	1865.47	1557.78	0.055	10.8	99	96	100	90	17.37	134.2	24.03	0	1385.28	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1282.71	1696.97	1282.71	0.0002	0	99.8	100	100	100	16.46	74.7	9.41	0	1385.18	0	-0.004	4	321	234	67	154.88	17543.75
octane	True	2105	2.3	148231	46596	1	100	3.18	1021	105	2002.03	2264.74	2002.03	0.0002	0.6	97	100	100	90	16.61	64.5	21.5	0	1397.62	0	-0.009	12	741	421	89	579.82	24098.68
preact	True	753	2.18	27622	10088	1	100	2.74	1024	105	1362.79	1671.29	1362.79	0.0001	0	99.6	100	100	90	17.05	64.7	11.62	0	1402.75	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1213	2.25	91158	34628	13	100	2.63	1033	107	1403.12	2127.36	1403.12	1.0041	0	74	96	100	90	19.18	79.5	26.5	0	1398.16	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1325	2.31	158538	50256	1	100	3.15	1023	105	1954.08	2268.43	1954.08	0.0002	83.2	95	100	100	90	18.52	89.5	15.75	0	1385.41	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1135	2.18	26458	9243	1	100	2.86	1024	105	1367.22	1554.53	1367.22	0.0001	0	99.2	100	100	90	18.66	79.5	14.08	0	1378.39	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	2914	2.27	117668	38608	11	68.6	3.05	1774	121	1671.18	2088.15	1671.18	0	0	98.2	100	96	90	17.6	109.6	19.1	0	1379.31	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1278.33	1555.44	1278.33	0.146	0	94	100	96	90	18.28	49.8	16.6	0	1455.32	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	665	2.17	17211	5999	1	96.97	2.87	1024	105	1211.64	1398.25	1211.64	0.0001	0	100	100	100	90	18.89	84.5	14.92	0	1369.21	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1345	2.23	76585	29349	1	100	2.61	1023	105	1659.96	1858.53	1659.96	0.0001	0	99	100	100	90	18.25	119.2	39.73	0	1376.13	0	-0.005	11	677	217	57	686.46	10853.47
