framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1765.04	2033.03	1765.04	0.0002	30.8	98.2	100	100	90	18.57	134.5	44.83	0	1025.45	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	6538	2.36	193581	61947	3	90.45	3.12	5484	104	1758.47	2193.28	1758.47	0.0001	7.8	97.8	100	100	90	16.76	114.4	38.13	0	1003.53	0	-0.009	13	859	484	89	616.31	29894.72
jquery	True	1141	2.26	100009	34722	1	99.5	2.88	1536	118	1827.32	2026.38	1827.32	0.1459	0	92	100	99.2	90	18.18	114.6	38.2	0	1018.72	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	746	2.21	59808	15719	1	98.81	3.8	1570	117	1545.63	1850.54	1545.63	0.055	1.8	99	96	100	90	16.3	149.2	49.73	0	1002.48	0	-0.006	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	21.57	169.1	50.56	0	1000.94	44.8	-0.004	4	321	234	67	154.88	17543.75
preact	True	725	2.18	27622	10088	1	100	2.74	1024	104	1361.4	1668.71	1361.4	0.0001	0	99.8	100	100	90	16.91	134.5	44.83	0	1013.5	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1236	2.25	91158	34628	13	100	2.63	1563	118	1387.21	2127.03	1387.21	1.0091	0	74	96	100	90	17.88	124.4	41.47	0	1024.86	0	-0.009	16	754	415	83	861.8	26425.59
react	True	1256	2.31	158538	50256	1	100	3.15	1023	105	1940.51	2245.86	1940.51	0.0001	25.6	96.8	100	100	90	18.61	149.1	49.7	0	1014.86	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	1119	2.18	26458	9243	1	100	2.86	1561	117	1358.25	1543.18	1358.25	0.0001	0	99.6	100	100	90	17.99	124.5	41.5	0	1004.96	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2909	2.27	117670	38612	11	68.6	3.05	1028	105	1671.12	2029.67	1671.12	0	0	98.4	100	96	90	17.63	109.3	36.43	0	1004.3	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1242.84	1544.25	1242.84	0.146	0	94	100	96	90	18.43	134.3	44.77	0	1000.08	0	-0.018	3	560	426	74	71.69	20768.9
vanjs	True	645	2.17	17211	5999	1	96.97	2.87	1025	104	1210.89	1394.33	1210.89	0.0001	0	100	100	100	90	18.18	129.4	43.13	0	1011.79	0	-0.001	3	743	388	76	74.17	22895.14
vue	True	1333	2.23	76585	29349	1	100	2.61	1551	118	1657.38	1852.47	1657.38	0.0001	0	99	100	100	90	16.98	134	44.67	0	1004.79	0	-0.009	11	677	217	57	686.46	10853.47
