framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1672.21	2026.76	1672.21	0.0002	26.8	98.4	100	100	90	21.11	59.7	19.9	0	1397.66	0	-0.009	3	444	299	68	83.56	13776.09
angular	True	6356	2.36	193581	61947	3	90.45	3.12	5496	104	1761.43	2228.2	1761.43	0.0001	11.2	97.6	100	100	90	28.29	99.5	33.17	0	1375.79	0	-0.002	13	859	484	89	616.31	29894.72
jquery	True	1162	2.26	100009	34722	1	99.5	2.88	1570	120	1825.65	2023.68	1825.65	0.1459	0	92	100	99.2	90	21.58	64.7	8.3	0	1375.14	0	-0.006	3	481	287	45	87.4	18604.14
lit	True	735	2.21	59808	15719	1	98.81	3.8	1556	117	1550.27	1856.8	1550.27	0.055	1	99	96	100	90	21.71	69.7	12.45	0	1374.73	0	0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	30.98	159	47.66	0	1368.63	44.8	0.003	4	321	234	67	154.88	17543.75
preact	True	770	2.18	27622	10088	1	100	2.74	1024	105	1360.97	1668.36	1360.97	0.0001	0	99.8	100	100	90	6.17	5	1.67	0	1391.86	5	-0.009	12	776	461	101	585.8	25344.18
qwik	True	1253	2.25	91158	34628	13	100	2.63	1558	120	1417.14	2127.47	1417.14	0.6037	0	84	96	100	90	21.94	29.9	16.6	0	1437.66	29.9	0.001	16	754	415	83	861.8	26425.59
react	True	1264	2.31	158538	50256	1	100	3.15	1023	105	1941.37	2246.56	1941.37	0.0001	51.3	96	100	100	90	21.22	64.8	21.6	0	1373.19	0	-0.002	13	762	438	90	634.69	24213.69
solid	True	1135	2.18	26458	9243	1	100	2.86	1565	121	1359.84	1543.66	1359.84	0.0001	0	99.6	100	100	90	21.65	94.5	31.5	0	1372.09	0	-0.001	12	786	458	98	581.44	26202.05
svelte	True	2969	2.27	117670	38615	11	68.6	3.05	1036	104	1670.76	2092.29	1670.76	0	0	98.2	100	96	90	21.54	44.7	21.53	0	1373.14	44.8	0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1244.97	1538.95	1244.97	0.146	0	94	100	96	90	22.17	94.4	31.47	0	1370.35	0	-0.006	3	560	426	74	71.69	20768.9
vanjs	True	653	2.17	17211	5999	1	96.97	2.87	1024	104	1208.61	1392.12	1208.61	0.0001	0	100	100	100	90	21.67	69.7	23.23	0	1382.25	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1325	2.23	76585	29349	1	100	2.61	1561	118	1658.69	1854.64	1658.69	0.0001	0	99	100	100	90	22.27	74.7	13.28	0	1378.41	0	0	11	677	217	57	686.46	10853.47
