framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1756.84	2009.94	1756.84	0.0002	25.2	98.2	100	100	90	15.01	99.6	33.2	0	1394.61	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	6506	2.36	193581	61947	3	90.45	3.12	5490	104	1759.87	2255.13	1759.87	0.0001	8.2	97.4	100	100	90	14.88	104.6	34.87	0	1435.65	0	-0.009	13	859	484	89	616.31	29894.72
jquery	True	1159	2.26	100009	34722	1	99.5	2.88	1569	118	1836.49	2021.73	1836.49	0.1459	0	92	100	99.2	90	15.14	89.6	16.58	0	1372.38	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	724	2.21	59808	15719	1	98.81	3.8	1568	118	1549.56	1854.85	1549.56	0.055	2.2	99	96	100	90	14.85	79.6	26.53	0	1406.02	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	22.28	144.1	49.72	0	1392.79	44.8	-0.001	4	321	234	67	154.88	17543.75
preact	True	743	2.18	27622	10088	1	100	2.74	1024	104	1359.69	1664.54	1393.9	0.0001	0	99.8	100	100	90	15.32	84.7	28.23	0	1387.4	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1227	2.25	91158	34628	13	100	2.63	1545	118	1417.99	2126.25	1417.99	0.7892	0	79	96	100	90	14.96	89.6	29.87	0	1398.27	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1255	2.31	158538	50256	1	100	3.15	1023	105	1946.28	2250.42	1946.28	0.0001	70.1	95.4	100	100	90	15.23	104.6	34.87	0	1384.97	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1101	2.18	26458	9243	1	100	2.86	1550	117	1391.03	1545.94	1391.03	0.0001	0	99.4	100	100	90	14.85	114.6	38.2	0	1383.52	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2931	2.27	117668	38610	11	68.6	3.05	1025	104	1667.68	2028.85	1667.68	0	0	98.6	100	96	90	15.32	84.6	28.2	0	1377.05	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1276.46	1541.55	1276.46	0.146	0	94	100	96	90	15.04	84.6	14.93	0	1452	0	-0.007	3	560	426	74	71.69	20768.9
vanjs	True	643	2.17	17211	5999	1	96.97	2.87	1023	104	1213.42	1398.54	1213.42	0.0001	0	100	100	100	90	14.73	79.6	26.53	0	1383.6	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1322	2.23	76585	29349	1	100	2.61	1553	118	1659.58	1857.17	1659.58	0.0001	0	99	100	100	90	14.24	94.5	16.58	0	1396.98	0	-0.003	11	677	217	57	686.46	10853.47
