framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1651.99	1872.83	1651.99	0.0002	0	98.6	100	100	90	17.14	79.8	26.6	0	1252.63	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	3747	2.32	158642	51430	1	100	3.08	3241	103	1955.38	2292.47	1955.38	0.0001	0	97	100	100	90	18.67	74.8	24.93	0	1262.81	0	-0.006	13	764	424	88	631.62	27036.12
astro	True	745	2.17	11475	3814	1	100	3.01	1250	106	1204.97	1504.97	1204.97	0	0	100	100	100	90	19.2	69.9	23.3	0	1237.98	0	-0.003	4	546	372	73	159.38	18153.98
geajs	True	543	2.19	32881	9964	1	98.43	3.3	1011	103	1530.85	1684.28	1530.85	0.0001	0	99	100	100	90	19.12	104.7	34.9	0	1255.51	0	-0.008	13	713	452	91	678.96	24340.98
jquery	True	650	2.26	100009	34722	1	99.5	2.88	1017	103	1819.09	1999.64	1819.09	0.1459	0	92	100	99.2	90	18.89	54.9	18.3	0	1245.33	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	410	2.21	59808	15719	1	98.81	3.8	1013	102	1537.31	1841.67	1537.31	0.055	0	99	96	100	90	19.67	104.7	34.9	0	1241.02	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1207.28	1680.08	1207.28	0.0002	0	100	100	100	100	15.57	74.9	24.97	0	1250	0	-0.008	4	321	234	67	154.88	17543.75
octane	True	1147	2.3	148231	46596	1	100	3.18	1011	103	1985.84	2260.56	1985.84	0.0002	0	97	100	100	90	19.75	104.7	34.9	0	1261.63	0	-0.01	12	741	421	89	579.82	24098.68
preact	True	423	2.18	27622	10088	1	100	2.74	1013	104	1360.41	1667.01	1360.41	0.0001	0	99.8	100	100	90	17.12	84.7	28.23	0	1250.74	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	714	2.25	91158	34628	13	100	2.63	1017	103	1429.81	2115.62	1429.81	0.4022	0	89	96	100	90	19.53	84.9	28.3	0	1253.06	0	-0.007	16	754	415	83	861.8	26425.59
react	True	730	2.31	158538	50256	1	100	3.15	1013	103	1956	2259	1956	0.0001	129.8	93.8	100	100	90	18.43	109.8	19.13	0	1246.95	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	616	2.18	26458	9243	1	100	2.86	1013	102	1379.72	1532.79	1379.72	0.0001	0	100	100	100	90	15.16	64.8	21.6	0	1250.25	0	-0.009	12	786	458	98	581.44	26202.05
svelte	True	1629	2.27	117668	38610	11	68.6	3.05	1315	112	1662.36	2080.6	1662.36	0	0	98.2	100	96	90	18.59	74.9	24.97	0	1234.13	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1226.63	1520.24	1226.63	0.146	0	94	100	96	90	17.24	104.8	34.93	0	1231.41	0	-0.017	3	560	426	74	71.69	20768.9
vanjs	True	373	2.17	17211	5999	1	96.97	2.87	1013	102	1208.51	1384.57	1208.51	0.0001	0	100	100	100	90	16.73	89.8	29.93	0	1237.07	0	-0.001	3	743	388	76	74.17	22895.14
vue	True	741	2.23	76585	29349	1	100	2.61	1013	102	1657.87	1841.2	1657.87	0.0001	0	99	100	100	90	16.02	99.7	33.23	0	1245.46	0	-0.005	11	677	217	57	686.46	10853.47
