framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1769.01	2030.24	1769.01	0.0002	25.2	98.2	100	100	90	17.54	74.5	24.83	0	1416.98	0	-0.012	3	444	299	68	83.56	13776.09
angular	True	6412	2.36	193581	61947	3	90.45	3.12	5506	104	1758.99	2224.07	1758.99	0.0001	8.2	97.6	100	100	90	26.02	69.7	23.23	0	1390.01	0	-0.004	13	859	484	89	616.31	29894.72
jquery	True	1162	2.26	100009	34722	1	99.5	2.88	1559	118	1836.06	2024.08	1836.06	0.1459	0	92	100	99.2	90	18.22	74.6	24.87	0	1400.39	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	754	2.21	59808	15719	1	98.81	3.8	1563	117	1548.67	1854.7	1548.67	0.055	1.4	99	96	100	90	16.11	44.8	14.93	0	1392.16	0	0	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	31.53	99.3	47.65	0	1383.59	39.8	-0.001	4	321	234	67	154.88	17543.75
preact	True	725	2.18	27622	10088	1	100	2.74	1024	104	1361.71	1669.36	1361.71	0.0001	0	99.8	100	100	90	19.7	84.4	28.13	0	1381.47	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1247	2.25	91158	34628	13	100	2.63	1560	121	1431.98	2123.7	1431.98	0.6014	0	84	96	100	90	17.25	99.6	33.2	0	1449.18	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1252	2.31	158538	50256	1	100	3.15	1023	105	1938.31	2242.07	1938.31	0.0001	44.5	96.4	100	100	90	17.18	109.5	36.5	0	1375.25	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1090	2.18	26458	9243	1	100	2.86	1562	118	1388.13	1541.3	1388.13	0.0001	1.8	99.8	100	100	90	18.22	79.6	26.53	0	1399.04	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2886	2.27	117670	38612	11	68.6	3.05	1025	104	1666.95	2057.32	1666.95	0	0	98.4	100	96	90	15.34	44.8	14.93	0	1369.28	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1253.06	1548.68	1253.06	0.1461	0	94	100	96	90	15.23	54.8	9.97	0	1449.23	0	-0.007	3	560	426	74	71.69	20768.9
vanjs	True	638	2.17	17211	5999	1	96.97	2.87	1023	104	1208.91	1391.77	1208.91	0.0001	0	100	100	100	90	14.84	59.8	19.93	0	1394.3	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1339	2.23	76585	29349	1	100	2.61	1565	119	1659.39	1854.89	1659.39	0.0001	0	99	100	100	90	17.57	84.7	28.23	0	1402.16	0	-0.004	11	677	217	57	686.46	10853.47
