framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1760.7	2033.61	1760.7	0.0002	27.8	98.2	100	100	90	13.34	119.5	39.83	0	1090.54	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	6498	2.36	193581	61947	3	90.45	3.12	5488	104	1763.28	2315.7	1763.28	0.0001	9.6	97	100	100	90	13.21	99.5	33.17	0	1080.32	0	-0.015	13	859	484	89	616.31	29894.72
jquery	True	1166	2.26	100009	34722	1	99.5	2.88	1564	119	1834.2	2016.81	1834.2	0.1459	0	92	100	99.2	90	12.93	124.2	21.53	0	1065.58	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	730	2.21	59808	15719	1	98.81	3.8	1573	118	1549.9	1856.75	1549.9	0.055	1.2	99	96	100	90	13.87	129.6	43.2	0	1076.26	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	23.76	184.1	50.17	0	1070.8	49.8	-0.004	4	321	234	67	154.88	17543.75
preact	True	738	2.18	27622	10088	1	100	2.74	1024	104	1343.78	1653.27	1343.78	0.0001	0	99.4	100	100	90	13.5	124.5	41.5	0	1077.59	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1247	2.25	91158	34628	13	100	2.63	1573	119	1402.46	2125.81	1402.46	1.0074	0	74	96	100	90	17.31	94.5	31.5	0	1071.32	0	-0.01	16	754	415	83	861.8	26425.59
react	True	1261	2.31	158538	50256	1	100	3.15	1023	105	1960.15	2265.23	1960.15	0.0002	0	97	100	100	90	13.52	69.8	23.27	0	1068.11	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1092	2.18	26458	9243	1	100	2.86	1593	119	1387.26	1541.39	1387.26	0.0001	0	100	100	100	90	13.68	124.4	21.57	0	1074	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	2950	2.27	117670	38614	11	68.6	3.05	1027	104	1670.2	2120.55	1670.2	0	0	98	100	96	90	17.77	124.5	41.5	0	1048.46	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1247.43	1549.38	1247.43	0.146	0	94	100	96	90	14.48	84.6	28.2	0	1080.32	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	641	2.17	17211	5999	1	96.97	2.87	1024	104	1213.05	1395.37	1213.05	0.0001	0	100	100	100	90	13.78	114.5	38.17	0	1068.04	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1329	2.23	76585	29349	1	100	2.61	1565	118	1661.59	1858.38	1661.59	0.0001	0	99	100	100	90	13.27	129.4	43.13	0	1072.92	0	-0.006	11	677	217	57	686.46	10853.47
