framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1757.21	2015.08	1757.21	0.0001	27.2	98.2	100	100	90	21.96	114.5	19.92	0	1420.18	0	-0.008	3	444	299	68	83.56	13776.09
angular	True	6085	2.36	193581	61947	3	90.45	3.12	5086	104	1763.96	2285.83	1763.96	0.0001	8.2	97.2	100	100	90	29.11	129.3	43.1	0	1394.1	0	-0.002	13	859	484	89	616.31	29894.72
jquery	True	1095	2.26	100009	34722	1	99.5	2.88	1532	118	1827.93	2024.6	1827.93	0.1459	0	92	100	99.2	90	22.27	104.5	34.83	0	1402.02	0	-0.005	3	481	287	45	87.4	18604.14
lit	True	705	2.21	59808	15719	1	98.81	3.8	1527	117	1548.69	1854.83	1548.69	0.055	1	99	96	100	90	21.7	104.6	18.27	0	1387.52	0	0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	30.5	199.1	54.73	0	1384.96	39.8	-0.001	4	321	234	67	154.88	17543.75
preact	True	707	2.18	27622	10088	1	100	2.74	1024	104	1361.76	1667.64	1361.76	0.0001	0	99.6	100	100	90	21.71	129.4	22.4	0	1378.63	0	-0.001	12	776	461	101	585.8	25344.18
qwik	True	1181	2.25	91158	34628	13	100	2.63	1529	118	1387.65	2126.04	1387.65	1.0029	0	74	96	100	90	22.29	119.5	39.83	0	1371.7	0	-0.002	16	754	415	83	861.8	26425.59
react	True	1217	2.31	158538	50256	1	100	3.15	1023	105	1947.07	2252.4	1947.07	0.0002	65.7	95.6	100	100	90	18.47	114.5	19.92	0	1391.45	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1059	2.18	26458	9243	1	100	2.86	1540	119	1396.09	1552.93	1396.09	0.0001	0	99	100	100	90	21.12	114.3	38.1	0	1366.28	0	-0.002	12	786	458	98	581.44	26202.05
svelte	True	2772	2.27	117670	38609	11	68.6	3.05	1033	104	1671.02	2061.6	1671.02	0	0	98.4	100	96	90	21.45	114.6	38.2	0	1364.57	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1246.04	1541.65	1246.04	0.1461	0	94	100	96	90	19.82	144.3	24.88	0	1464.92	0	-0.007	3	560	426	74	71.69	20768.9
vanjs	True	618	2.17	17211	5999	1	96.97	2.87	1023	104	1210.81	1393.81	1210.81	0.0001	0	100	100	100	90	22.27	109.4	19.07	0	1386.07	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1268	2.23	76585	29349	1	100	2.61	1545	119	1660.08	1857.52	1660.08	0.0001	0	99	100	100	90	22.05	119.5	20.75	0	1401.12	0	-0.001	11	677	217	57	686.46	10853.47
