framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1669.36	2021.05	1669.36	0.0002	34	98.4	100	100	90	15.02	104.4	34.8	0	1092.43	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	6755	2.36	193581	61947	3	90.45	3.12	5694	105	1764.02	2255.86	1764.02	0.0001	9	97.4	100	100	90	12.45	119.5	39.83	0	1082.97	0	-0.008	13	859	484	89	616.31	29894.72
jquery	True	1187	2.26	100009	34722	1	99.5	2.88	1584	120	1809.38	2003.17	1809.38	0.1459	0.3	92.2	100	99.2	90	14.87	119.4	20.73	0	1083.2	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	783	2.21	59808	15719	1	98.81	3.8	1592	121	1549.92	1856.47	1549.92	0.055	3.8	99	96	100	90	15.84	124.4	21.57	0	1076.73	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	24.63	164.1	55.15	0	1067.67	49.8	0	4	321	234	67	154.88	17543.75
preact	True	787	2.18	27622	10088	1	100	2.74	1025	105	1361.27	1636.9	1361.27	0.0001	0	99.8	100	100	90	15.38	119.3	39.77	0	1075.02	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1288	2.25	91158	34628	13	100	2.63	1604	120	1416.81	2124.3	1416.81	0.601	0	84	96	100	90	13.38	104.4	34.8	0	1087.15	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1313	2.31	158538	50256	1	100	3.15	1024	106	1939.09	2243.34	1939.09	0.0001	33.9	96.6	100	100	90	14.57	74.7	24.9	0	1086.42	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	1146	2.18	26458	9243	1	100	2.86	1598	119	1360.8	1545.9	1360.8	0.0001	0	99.6	100	100	90	14.7	119.5	20.75	0	1068.54	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3044	2.27	117668	38611	11	68.6	3.05	1031	105	1668.21	2086.84	1668.21	0	0	98.2	100	96	90	13.52	109.4	36.47	0	1060.8	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1283.52	1547.97	1283.52	0.146	0	94	100	96	90	12.93	124.5	41.5	0	1068.08	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	688	2.17	17211	5999	1	96.97	2.87	1024	104	1208.05	1391.48	1208.05	0.0001	0	100	100	100	90	13.11	134.4	44.8	0	1056.32	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1413	2.23	76585	29349	1	100	2.61	1591	119	1662.4	1859.6	1662.4	0.0001	0	99	100	100	90	13.46	124.4	41.47	0	1067.25	0	-0.006	11	677	217	57	686.46	10853.47
