framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1372.5	1928.49	1372.5	0.0003	21.7	99.2	100	100	90	17.41	134.6	44.87	0	1096.47	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	6164	2.36	193581	61947	3	90.45	3.12	5090	104	1758.15	2222.27	1758.15	0.0001	6.2	97.6	100	100	90	16.91	99.7	17.45	0	1067.94	0	-0.003	13	859	484	89	616.31	29894.72
jquery	True	1069	2.26	100009	34722	1	99.5	2.88	1537	117	1823.07	2024.41	1823.07	0.1459	0.2	92	100	99.2	90	17.54	109.6	36.53	0	1083.44	0	-0.016	3	481	287	45	87.4	18604.14
lit	True	661	2.21	59808	15719	1	98.81	3.8	1534	117	1547.64	1853.45	1547.64	0.055	0	99	96	100	90	16.95	129.6	43.2	0	1067.14	0	-0.005	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	21.49	179.4	54.81	0	1066.54	44.8	-0.003	4	321	234	67	154.88	17543.75
preact	True	668	2.18	27622	10088	1	100	2.74	1023	105	1358.51	1664.47	1358.51	0.0001	0	99.8	100	100	90	18.23	134.5	44.83	0	1065.09	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1155	2.25	91158	34628	13	100	2.63	1520	117	1418.38	2128.14	1418.38	0.5936	0	84	96	100	90	18.58	119.6	39.87	0	1087.18	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1181	2.31	158538	50256	1	100	3.15	1022	105	1959.24	2263.85	1959.24	0.0002	1.4	97	100	100	90	16.53	99.7	33.23	0	1080.86	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	1002	2.18	26458	9243	1	100	2.86	1532	117	1361.4	1545.5	1361.4	0.0001	0	99.6	100	100	90	17.8	129.6	43.2	0	1075.33	0	-0.008	12	786	458	98	581.44	26202.05
svelte	True	2671	2.27	117670	38612	11	68.6	3.05	1026	105	1668.16	2086.52	1668.16	0	0	98.2	100	96	90	16.42	89.7	29.9	0	1041.75	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1273.58	1543.38	1273.58	0.1461	0	94	100	96	90	17.78	109.6	36.53	0	1077.91	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	569	2.17	17211	5999	1	96.97	2.87	1023	105	1208.14	1390.21	1208.14	0.0001	0	100	100	100	90	16.87	139.5	46.5	0	1071.05	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1218	2.23	76585	29349	1	100	2.61	1513	117	1627.69	1852.93	1627.69	0.0001	0	99	100	100	90	16.77	104.6	18.27	0	1079.69	0	-0.006	11	677	217	57	686.46	10853.47
