framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1757.78	2023.25	1757.78	0.0002	22.6	98.2	100	100	90	12.64	59.8	10.8	0	1379.65	0	-0.013	3	444	299	68	83.56	13776.09
angular	True	6264	2.36	193581	61947	3	90.45	3.12	5284	104	1758.59	2253.59	1758.59	0.0001	8.2	97.4	100	100	90	20.73	79.7	14.12	0	1368.21	0	-0.003	13	859	484	89	616.31	29894.72
jquery	True	1127	2.26	100009	34722	1	99.5	2.88	1560	119	1839.75	2021.13	1839.75	0.1459	0	92	100	99.2	90	18.81	64.8	11.63	0	1378.5	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	729	2.21	59808	15719	1	98.81	3.8	1551	118	1545.83	1850.74	1545.83	0.055	1.6	99	96	100	90	14.8	64.8	21.6	0	1375.02	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	21.35	109.4	42.7	0	1438.85	34.8	-0.003	4	321	234	67	154.88	17543.75
preact	True	724	2.18	27622	10088	1	100	2.74	1024	104	1358.22	1662.32	1358.22	0.0001	0	100	100	100	90	17.55	84.5	28.17	0	1367.24	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1208	2.25	91158	34628	13	100	2.63	1541	118	1416.76	2124.17	1416.76	0.8074	0	79	96	100	90	18.14	69.8	23.27	0	1376.95	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1241	2.31	158538	50256	1	100	3.15	1022	105	1943.64	2248.17	1943.64	0.0002	67.3	95.6	100	100	90	17.29	74.7	24.9	0	1371.97	0	-0.009	13	762	438	90	634.69	24213.69
solid	True	1076	2.18	26458	9243	1	100	2.86	1554	119	1393.19	1547.48	1393.19	0.0001	0	99	100	100	90	18.95	64.7	11.62	0	1367.27	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2856	2.27	117670	38612	11	68.6	3.05	1024	104	1667.61	2085.09	1667.61	0	0	98.2	100	96	90	13.95	54.8	19.93	0	1353.89	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1280.62	1536.96	1280.62	0.1461	0	94	100	96	90	14.32	39.9	7.48	0	1376.27	0	-0.009	3	560	426	74	71.69	20768.9
vanjs	True	627	2.17	17211	5999	1	96.97	2.87	1023	104	1211.03	1394.15	1211.03	0.0001	0	100	100	100	90	15.48	44.8	14.93	0	1373.16	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1269	2.23	76585	29349	1	100	2.61	1555	117	1659.63	1855.24	1659.63	0.0001	0	99	100	100	90	13.25	69.7	23.23	0	1372.15	0	-0.004	11	677	217	57	686.46	10853.47
