framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1758.33	2016.72	1758.33	0.0002	26.4	98.2	100	100	90	12.92	124.4	41.47	0	1094.43	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	6695	2.36	193581	61947	3	90.45	3.12	5493	104	1759.46	2224.95	1759.46	0.0001	9	97.6	100	100	90	15.88	109.4	36.47	0	1079.19	0	-0.006	13	859	484	89	616.31	29894.72
jquery	True	1173	2.26	100009	34722	1	99.5	2.88	1597	120	1818.35	2005.53	1818.35	0.1459	0	92.2	100	99.2	90	16.53	99.6	33.2	0	1069.42	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	745	2.21	59808	15719	1	98.81	3.8	1613	120	1549.83	1855.94	1549.83	0.055	4.2	99	96	100	90	15.01	119.4	39.8	0	1064.94	0	-0.004	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	27.21	109.5	48.92	0	1064.28	49.8	-0.001	4	321	234	67	154.88	17543.75
preact	True	740	2.18	27622	10088	1	100	2.74	1024	104	1362.83	1669.24	1362.83	0.0001	0	99.2	100	100	90	17.93	104.5	34.83	0	1077.21	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1255	2.25	91158	34628	13	100	2.63	1577	121	1418.44	2127.49	1418.44	0.8073	0	78.8	96	100	90	13.57	124.4	41.47	0	1062.76	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1313	2.31	158538	50256	1	100	3.15	1031	105	1961.33	2267	1961.33	0.0002	0	97	100	100	90	14.72	99.5	17.42	0	1072.46	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1111	2.18	26458	9243	1	100	2.86	1572	119	1358.23	1542.94	1358.23	0.0001	0	99.6	100	100	90	13.83	129.4	43.13	0	1073.69	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2956	2.27	117668	38607	11	68.6	3.05	1027	104	1668.2	2117.7	1668.2	0	0	98	100	96	90	13.31	129.4	43.13	0	1050.85	0	-0.006	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1251.46	1535.02	1251.46	0.1461	0	94	100	96	90	12.37	124.5	41.5	0	1068.07	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	638	2.17	17211	5999	1	96.97	2.87	1025	105	1211.71	1395.17	1211.71	0.0001	0	100	100	100	90	15.45	134.3	44.77	0	1065.01	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1357	2.23	76585	29349	1	100	2.61	1578	119	1629.88	1855.62	1629.88	0.0001	0	99	100	100	90	13.57	109.5	36.5	0	1064.02	0	-0.007	11	677	217	57	686.46	10853.47
