framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1757.33	2014.24	1757.33	0.0003	17.2	98.2	100	100	90	13.35	34.9	11.63	0	1085.49	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	6091	2.36	193581	61947	3	90.45	3.12	5070	104	1759.76	2279.43	1759.76	0.0001	4.8	97.2	100	100	90	11.87	74.8	24.93	0	1074.66	0	-0.008	13	859	484	89	616.31	29894.72
jquery	True	1093	2.26	100009	34722	1	99.5	2.88	1539	117	1819.27	2024.2	1819.27	0.1459	0	92	100	99.2	90	13.52	69.8	12.47	0	1082.23	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	709	2.21	59808	15719	1	98.81	3.8	1546	118	1544.8	1849.8	1544.8	0.055	0	99	96	100	90	13.6	44.9	14.97	0	1078.01	0	-0.006	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	22.45	119.5	48.94	0	1071.76	49.8	0.001	4	321	234	67	154.88	17543.75
preact	True	731	2.18	27622	10088	1	100	2.74	1023	104	1361.13	1670.09	1361.13	0.0001	0	99.6	100	100	90	13.61	69.8	23.27	0	1063.97	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1178	2.25	91158	34628	13	100	2.63	1534	118	1431.64	2122.49	1431.64	0.6166	0	83.8	96	100	90	12.25	64.8	21.6	0	1082.77	0	-0.01	16	754	415	83	861.8	26425.59
react	True	1228	2.31	158538	50256	1	100	3.15	1022	105	1937.75	2241.92	1937.75	0.0002	36.4	96.6	100	100	90	12.8	74.8	24.93	0	1085	0	-0.012	13	762	438	90	634.69	24213.69
solid	True	1050	2.18	26458	9243	1	100	2.86	1532	117	1385.79	1539.19	1385.79	0.0001	0	99.8	100	100	90	13.64	74.8	24.93	0	1061.06	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	2771	2.27	117670	38613	11	68.6	3.05	1033	104	1668.14	2118.57	1668.14	0	0	98	100	96	90	12.97	49.8	16.6	0	1056.96	0	-0.006	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1245.49	1552.79	1245.49	0.146	0	94	100	96	90	14.07	74.7	24.9	0	1061.06	0	-0.017	3	560	426	74	71.69	20768.9
vanjs	True	631	2.17	17211	5999	1	96.97	2.87	1023	104	1211.36	1393.05	1211.36	0.0001	0	100	100	100	90	12.28	64.8	21.6	0	1055.73	0	-0.003	3	743	388	76	74.17	22895.14
vue	True	1274	2.23	76585	29349	1	100	2.61	1525	118	1661.1	1855.85	1661.1	0.0001	0	99	100	100	90	12.62	64.8	21.6	0	1072.04	0	-0.007	11	677	217	57	686.46	10853.47
