framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1762.61	2017.3	1762.61	0.0002	26.6	98.2	100	100	90	16.31	109.5	36.5	0	1089.99	0	-0.02	3	444	299	68	83.56	13776.09
angular	True	6426	2.36	193581	61947	3	90.45	3.12	5496	104	1758.99	2253.83	1758.99	0.0001	7.6	97.4	100	100	90	16.71	59.5	10.75	0	1063.05	0	-0.007	13	859	484	89	616.31	29894.72
jquery	True	1117	2.26	100009	34722	1	99.5	2.88	1557	121	1836.26	2018.7	1836.26	0.1459	0	92	100	99.2	90	14.61	59.8	10.8	0	1083.96	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	747	2.21	59808	15719	1	98.81	3.8	1581	119	1544.47	1848.8	1544.47	0.055	2.2	99	96	100	90	17.63	69.7	23.23	0	1060.94	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	22	144.4	46.86	0	1072.86	39.8	-0.004	4	321	234	67	154.88	17543.75
preact	True	754	2.18	27622	10088	1	100	2.74	1023	104	1362.91	1672.97	1362.91	0.0001	0	99.6	100	100	90	17.27	104.6	34.87	0	1064.42	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1205	2.25	91158	34628	13	100	2.63	1553	120	1418.08	2128.05	1418.08	0.6065	0	83.8	96	100	90	13.66	69.7	23.23	0	1082.05	0	-0.008	16	754	415	83	861.8	26425.59
react	True	1286	2.31	158538	50256	1	100	3.15	1023	105	1941.43	2245.75	1941.43	0.0002	62.4	95.8	100	100	90	17.62	84.7	28.23	0	1071.05	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1103	2.18	26458	9243	1	100	2.86	1556	118	1386.35	1539.63	1386.35	0.0001	0	100	100	100	90	16.57	64.7	21.57	0	1070.2	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	2906	2.27	117670	38607	11	68.6	3.05	1024	104	1668.38	2087.58	1668.38	0	0	98.2	100	96	90	16.34	84.6	28.2	0	1060.84	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1246.18	1546.18	1246.18	0.146	0	94	100	96	90	13.63	54.8	18.27	0	1075.68	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	644	2.17	17211	5999	1	96.97	2.87	1023	104	1210.71	1393.67	1210.71	0.0001	0	100	100	100	90	17.75	79.6	26.53	0	1069.75	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1338	2.23	76585	29349	1	100	2.61	1538	118	1655.6	1850	1655.6	0.0001	0	99	100	100	90	13.28	64.7	21.57	0	1067.92	0	-0.006	11	677	217	57	686.46	10853.47
