framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1760.02	2018.05	1760.02	0.0001	30.4	98.2	100	100	90	14.95	119.5	39.83	0	1407.7	0	-0.01	3	444	299	68	83.56	13776.09
angular	True	6416	2.32	158642	51430	1	100	3.08	5280	104	1937.71	2295.27	1937.71	0.0001	4.2	97	100	100	90	21.61	119.3	39.77	0	1372.43	0	-0.005	13	764	424	88	631.62	27036.12
astro	True	1355	2.17	11475	3814	1	100	3.01	2288	108	1209.48	1509.48	1209.48	0.0002	0	100	100	100	90	12.89	129.4	43.13	0	1425.27	0	-0.005	4	546	372	73	159.38	18153.98
geajs	True	932	2.19	32881	9964	1	98.43	3.3	1020	105	1542.81	1698.12	1542.81	0.0001	2.2	99	100	100	90	13.19	129.2	22.37	0	1416.42	0	-0.014	13	713	452	91	678.96	24340.98
jquery	True	1126	2.26	100009	34722	1	99.5	2.88	1032	106	1840.08	2024.23	1840.08	0.1459	0	92	100	99.2	90	13.57	114.5	19.92	0	1380.28	0	-0.01	3	481	287	45	87.4	18604.14
lit	True	726	2.21	59808	15719	1	98.81	3.8	1023	104	1547.7	1852.95	1547.7	0.055	5.6	99	96	100	90	14.68	124	41.33	0	1398.18	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1283.22	1694.86	1283.22	0.0002	0	99.8	100	100	100	19.24	69.8	12.47	0	1394.93	0	-0.003	4	321	234	67	154.88	17543.75
octane	True	2034	2.3	148231	46596	1	100	3.18	1021	104	2001.91	2268.77	2001.91	0.0002	0	97	100	100	90	14.99	104.5	18.25	0	1388.79	0	-0.003	12	741	421	89	579.82	24098.68
preact	True	753	2.18	27622	10088	1	100	2.74	1022	105	1360.03	1636.85	1360.03	0.0001	0	99.8	100	100	90	15.22	124.5	21.58	0	1391.25	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1195	2.25	91158	34628	13	100	2.63	1030	106	1403.65	2129.18	1403.65	1.0091	0	74	96	100	90	14.81	104.5	19.07	0	1376.22	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1272	2.31	158538	50256	1	100	3.15	1022	104	1946.89	2251.93	1946.89	0.0002	60	95.8	100	100	90	15.34	124.6	21.6	0	1392.23	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1097	2.18	26458	9243	1	100	2.86	1022	104	1359.68	1544.22	1359.68	0.0001	0	100	100	100	90	14.88	124.6	41.53	0	1377.94	0	-0.014	12	786	458	98	581.44	26202.05
svelte	True	2847	2.27	117670	38609	11	68.6	3.05	1722	120	1665.47	2084.84	1665.47	0	0	98.2	100	96	90	13.25	124.5	41.5	0	1370.56	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1250.05	1542.87	1250.05	0.1461	0	94	100	96	90	16.54	119.5	20.75	0	1378.88	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	635	2.17	17211	5999	1	96.97	2.87	1025	105	1213.44	1399.16	1213.44	0.0001	0	100	100	100	90	18.92	119.5	14.39	0	1377.87	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1270	2.23	76585	29349	1	100	2.61	1022	104	1657.09	1852.23	1657.09	0.0001	0	99	100	100	90	15.25	114.3	13.81	0	1448.66	0	-0.003	11	677	217	57	686.46	10853.47
