framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1564.97	2024.68	1564.97	0.0002	29.2	98.6	100	100	90	13.84	114.5	38.17	0	1090.46	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	6461	2.36	193581	61947	3	90.45	3.12	5686	104	1763.56	2226.75	1763.56	0.0001	10.8	97.6	100	100	90	17.86	114.5	38.17	0	1065.6	0	-0.006	13	859	484	89	616.31	29894.72
jquery	True	1172	2.26	100009	34722	1	99.5	2.88	1546	118	1823.05	2019.88	1823.05	0.1459	0	92	100	99.2	90	13.88	119.5	39.83	0	1080.65	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	750	2.21	59808	15719	1	98.81	3.8	1587	118	1546.53	1850.7	1546.53	0.055	3.4	99	96	100	90	13.01	124.5	41.5	0	1073.83	0	-0.005	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	28.8	194	50.58	0	1059.93	44.8	-0.004	4	321	234	67	154.88	17543.75
preact	True	754	2.18	27622	10088	1	100	2.74	1024	105	1360.74	1668.21	1360.74	0.0001	0	99.6	100	100	90	13.01	124.3	41.43	0	1074.05	0	-0.008	12	776	461	101	585.8	25344.18
qwik	True	1261	2.25	91158	34628	13	100	2.63	1573	121	1417.46	2125.22	1417.46	1.0074	0	74	96	100	90	16.8	124.3	41.43	0	1078.09	0	-0.007	16	754	415	83	861.8	26425.59
react	True	1278	2.31	158538	50256	1	100	3.15	1023	106	1944.68	2250.92	1944.68	0.0002	52.6	96	100	100	90	12.81	109.5	36.5	0	1068.65	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1107	2.18	26458	9243	1	100	2.86	1578	119	1389.79	1544.18	1389.79	0.0001	0	99.6	100	100	90	17.88	109.6	36.53	0	1067.45	0	-0.009	12	786	458	98	581.44	26202.05
svelte	True	2943	2.27	117668	38610	11	68.6	3.05	1035	104	1665.82	2114.47	1665.82	0	0	98	100	96	90	12.73	119.5	39.83	0	1045.68	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1250.93	1552.5	1250.93	0.146	0	94	100	96	90	16.76	109.5	36.5	0	1075.32	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	672	2.17	17211	5999	1	96.97	2.87	1024	104	1212.87	1397.51	1212.87	0.0001	0	100	100	100	90	13.5	134.3	23.22	0	1060.76	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1352	2.23	76585	29349	1	100	2.61	1587	118	1660.93	1856.99	1660.93	0.0001	0	99	100	100	90	16.94	119.5	39.83	0	1079.43	0	-0.007	11	677	217	57	686.46	10853.47
