framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1552.15	1870.53	1552.15	0.0002	0	98.8	100	100	90	19.87	69.7	23.23	0	1268.03	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	4014	2.32	158642	51430	1	100	3.08	3233	103	1955.48	2295.62	1955.48	0.0001	0	97	100	100	90	20.64	74.8	13.3	0	1244.13	0	-0.008	13	764	424	88	631.62	27036.12
astro	True	817	2.17	11475	3814	1	100	3.01	1452	105	1208.86	1508.86	1208.86	0.0001	0	100	100	100	90	22.59	20	4.17	0	1261.62	0	-0.002	4	546	372	73	159.38	18153.98
geajs	True	565	2.19	32881	9964	1	98.43	3.3	1013	104	1505.59	1690.49	1505.59	0.0001	0	99	100	100	90	17.55	20	6.67	0	1248.93	0	-0.013	13	713	452	91	678.96	24340.98
jquery	True	713	2.26	100009	34722	1	99.5	2.88	1021	105	1812.41	1997.62	1812.41	0.1459	0	92	100	99.2	90	22.06	69.7	23.23	0	1249.86	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	434	2.21	59808	15719	1	98.81	3.8	1014	102	1549.87	1816.19	1549.87	0.055	0	99	96	100	90	20.04	64.8	21.6	0	1251.62	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1211.13	1683.95	1211.13	0.0002	0	100	100	100	100	19.48	74.8	24.93	0	1254.23	0	-0.009	4	321	234	67	154.88	17543.75
octane	True	1227	2.3	148231	46596	1	100	3.18	1013	103	1988.58	2263.47	1988.58	0	0	97	100	100	90	18.67	94.7	31.57	0	1252.02	0	-0.012	12	741	421	89	579.82	24098.68
preact	True	452	2.18	27622	10088	1	100	2.74	1014	103	1358.46	1662.69	1358.46	0.0001	0	100	100	100	90	19.98	109.6	36.53	0	1239.01	0	-0.008	12	776	461	101	585.8	25344.18
qwik	True	741	2.25	91158	34628	13	100	2.63	1019	104	1414.83	2116.08	1414.83	0.2039	0	94	96	100	90	21.5	94.6	31.53	0	1252.48	0	-0.006	16	754	415	83	861.8	26425.59
react	True	787	2.31	158538	50256	1	100	3.15	1014	103	1939.52	2250.52	1939.52	0.0001	155.2	93.4	100	100	90	21.86	104.7	34.9	0	1250.5	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	680	2.18	26458	9243	1	100	2.86	1013	103	1381.13	1534.1	1381.13	0.0001	0	100	100	100	90	20.89	69.8	23.27	0	1229.72	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	1720	2.27	117670	38610	11	68.6	3.05	1285	112	1663.13	2052.56	1663.13	0	0	98.4	100	96	90	23.79	84.7	28.23	0	1228.54	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1234.45	1526.14	1234.45	0.1459	0	94	100	96	90	20.84	59.8	19.93	0	1240.15	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	385	2.17	17211	5999	1	96.97	2.87	1015	102	1207.64	1384.85	1207.64	0.0001	0	100	100	100	90	21.93	94.3	31.43	0	1237.1	0	0.003	3	743	388	76	74.17	22895.14
vue	True	790	2.23	76585	29349	1	100	2.61	1013	102	1657.42	1845.33	1657.42	0.0001	0	99	100	100	90	21.17	84.8	28.27	0	1254.1	0	-0.006	11	677	217	57	686.46	10853.47
