framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1567.39	2024.14	1567.39	0.0002	29.4	98.6	100	100	90	14.68	124.5	41.5	0	1077.89	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	6353	2.36	193581	61947	3	90.45	3.12	5488	104	1762.6	2254.24	1762.6	0.0001	8.6	97.4	100	100	90	18.92	139.1	46.37	0	1071.82	0	-0.005	13	859	484	89	616.31	29894.72
jquery	True	1138	2.26	100009	34722	1	99.5	2.88	1545	117	1830.04	2020.46	1830.04	0.1459	0	92	100	99.2	90	14.07	124.1	41.37	0	1071.82	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	742	2.21	59808	15719	1	98.81	3.8	1595	119	1551.52	1859.09	1551.52	0.055	1.4	99	96	100	90	17.15	129.4	43.13	0	1076.18	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	28.35	174.1	53.48	0	1077.07	44.8	0.001	4	321	234	67	154.88	17543.75
preact	True	723	2.18	27622	10088	1	100	2.74	1024	105	1360.32	1665.47	1360.32	0.0001	0	99.6	100	100	90	18.88	134.4	44.8	0	1081.64	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1223	2.25	91158	34628	13	100	2.63	1574	119	1418.17	2127.67	1418.17	1.034	0	74	96	100	90	16.88	124.5	41.5	0	1075.02	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1265	2.31	158538	50256	1	100	3.15	1023	105	1939.34	2244.21	1939.34	0.0002	27.4	96.8	100	100	90	18.89	119.5	39.83	0	1068.79	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1086	2.18	26458	9243	1	100	2.86	1571	119	1390.09	1544.64	1390.09	0.0001	0	99.6	100	100	90	17.12	129.4	43.13	0	1061.92	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	2851	2.27	117666	38611	11	68.6	3.05	1026	104	1669.15	2060.5	1669.15	0	0	98.4	100	96	90	14.86	129.4	43.13	0	1052.57	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1244.77	1543.96	1244.77	0.1461	0	94	100	96	90	15.15	124.6	41.53	0	1076.89	0	-0.009	3	560	426	74	71.69	20768.9
vanjs	True	645	2.17	17211	5999	1	96.97	2.87	1025	104	1212.6	1395.3	1212.6	0.0001	0	100	100	100	90	18.59	149.2	49.73	0	1072.25	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1318	2.23	76585	29349	1	100	2.61	1569	119	1659.08	1854.22	1659.08	0.0001	0	99	100	100	90	17.34	104.5	34.83	0	1066.09	0	-0.008	11	677	217	57	686.46	10853.47
