framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1573.56	1908.66	1573.56	0.0002	29.6	98.8	100	100	90	13.99	64.8	21.6	0	1096.22	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	6520	2.36	193581	61947	3	90.45	3.12	5921	107	1766.75	2291.54	1766.75	0.0001	16.2	97.2	100	100	90	20.35	99.7	33.23	0	1086.65	0	-0.005	13	859	484	89	616.31	29894.72
jquery	True	1160	2.26	100009	34722	1	99.5	2.88	1582	117	1805.45	1982.47	1805.45	0.1459	1.8	92.4	100	99.2	90	18.85	79.8	14.13	0	1084.65	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	700	2.21	59808	15719	1	98.81	3.8	1602	117	1554.85	1860.07	1554.85	0.055	3.2	99	96	100	90	20.92	99.3	17.38	0	1069.32	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	27.2	134.4	50.23	0	1055.83	49.8	-0.002	4	321	234	67	154.88	17543.75
preact	True	751	2.18	27622	10088	1	100	2.74	1026	105	1363.7	1672.54	1363.7	0.0001	0	99.4	100	100	90	20.74	109.4	19.07	0	1067.19	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1219	2.25	91158	34628	13	100	2.63	1566	118	1433.59	2131.65	1433.59	1.0765	0	74	96	100	90	19.14	104.7	34.9	0	1086.86	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1267	2.31	158538	50256	1	100	3.15	1023	106	1963.34	2270.01	1963.34	0.0002	1	97	100	100	90	20.82	94.8	31.6	0	1077.29	0	-0.009	13	762	438	90	634.69	24213.69
solid	True	1144	2.18	26458	9243	1	100	2.86	1594	118	1373.68	1558.01	1373.68	0.0001	0	99.6	100	100	90	21.07	119.7	39.9	0	1064.29	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3269	2.27	117668	38610	11	68.6	3.05	1031	105	1685.4	2075.6	1685.4	0	0	98	100	96	90	21.32	124.5	41.5	0	1058.53	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1377.34	1552.32	1377.34	0.1461	0	94	100	96	90	16.95	89.7	29.9	0	1065.79	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	606	2.17	17211	5999	1	96.97	2.87	1028	105	1218.62	1425.58	1218.62	0.0001	0	100	100	100	90	20.54	94.7	31.57	0	1059.3	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1267	2.23	76585	29349	1	100	2.61	1684	119	1662.06	1862.69	1662.06	0.0001	0	99	100	100	90	19.8	84.7	28.23	0	1079.26	0	-0.006	11	677	217	57	686.46	10853.47
