framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1760.42	2019.34	1760.42	0.0002	23.4	98.2	100	100	90	18.68	119.5	39.83	0	1087.91	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	6180	2.36	193581	61947	3	90.45	3.12	5502	105	1761.57	2288.04	1761.57	0.0001	10.4	97.2	100	100	90	18.57	139.5	16.61	0	1065.46	0	-0.006	13	859	484	89	616.31	29894.72
jquery	True	1190	2.26	100009	34722	1	99.5	2.88	1585	119	1826.63	2030.24	1826.63	0.1459	0.4	92	100	99.2	90	13.66	94.6	31.53	0	1063.47	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	763	2.21	59808	15719	1	98.81	3.8	1587	119	1544.89	1849.03	1544.89	0.055	2	99	96	100	90	13.46	89.6	29.87	0	1083.56	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	29.68	179.1	55.57	0	1058.83	44.8	-0.004	4	321	234	67	154.88	17543.75
preact	True	753	2.18	27622	10088	1	100	2.74	1024	105	1336.45	1640.28	1336.45	0.0001	0	100	100	100	90	12.58	119.5	39.83	0	1074.86	0	-0.008	12	776	461	101	585.8	25344.18
qwik	True	1235	2.25	91158	34628	13	100	2.63	1545	118	1419.02	2130.06	1419.02	0.8074	0	79	96	100	90	14.4	89.7	29.9	0	1085.96	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1227	2.31	158538	50256	1	100	3.15	1023	106	1941.91	2246.27	1941.91	0.0002	56.8	96	100	100	90	12.95	114.4	38.13	0	1083.57	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1105	2.18	26458	9243	1	100	2.86	1521	119	1348.04	1562.56	1348.04	0.0001	0	99.8	100	100	90	13.64	99.6	17.43	0	1075.21	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	2965	2.27	117670	38614	11	68.6	3.05	1026	105	1670.44	2090	1670.44	0	0	98.2	100	96	90	14.69	94.7	31.57	0	1051.7	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1245.2	1538.53	1245.2	0.146	0	94	100	96	90	13.72	104.6	34.87	0	1075.11	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	653	2.17	17211	5999	1	96.97	2.87	1024	105	1211.52	1396.28	1211.52	0.0001	0	100	100	100	90	14.07	94.6	31.53	0	1060.5	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1341	2.23	76585	29349	1	100	2.61	1573	119	1660.67	1858.2	1660.67	0.0001	0	99	100	100	90	12.74	114.6	38.2	0	1075.19	0	-0.006	11	677	217	57	686.46	10853.47
