framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1376.44	1901.31	1376.44	0.0002	22	99.2	100	100	90	19.57	69.7	23.23	0	1394.11	0	-0.01	3	444	299	68	83.56	13776.09
angular	True	6334	2.32	158642	51430	1	100	3.08	5299	104	1956.59	2312.48	1956.59	0.0001	5.6	97	100	100	90	22.68	49.8	16.6	0	1383.35	0	-0.005	13	764	424	88	631.62	27036.12
astro	True	1388	2.17	11475	3814	1	100	3.01	2285	108	1207.94	1507.94	1207.94	0.0001	0	100	100	100	90	13.41	54.8	9.97	0	1370.27	0	-0.004	4	546	372	73	159.38	18153.98
geajs	True	951	2.19	32881	9964	1	98.43	3.3	1020	105	1543.77	1699.45	1543.77	0.0001	2	99	100	100	90	15.05	59.8	10.8	0	1439.62	0	-0.004	13	713	452	91	678.96	24340.98
jquery	True	1131	2.26	100009	34722	1	99.5	2.88	1031	107	1828.28	2016.82	1828.28	0.1459	0	92	100	99.2	90	15.68	49.8	9.97	0	1389	0	-0.007	3	481	287	45	87.4	18604.14
lit	True	729	2.21	59808	15719	1	98.81	3.8	1022	104	1549.64	1856.07	1549.64	0.055	3.2	99	96	100	90	14.72	64.8	21.6	0	1371.24	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1178.31	1702.1	1178.31	0.0001	0	100	100	100	100	13.32	59.8	10.8	0	1381.13	0	-0.005	4	321	234	67	154.88	17543.75
octane	True	2048	2.3	148231	46596	1	100	3.18	1020	105	1998.27	2264.81	1998.27	0.0002	0	97	100	100	90	17.72	74.7	24.9	0	1378.55	0	-0.007	12	741	421	89	579.82	24098.68
preact	True	727	2.18	27622	10088	1	100	2.74	1022	105	1357.07	1660.6	1357.07	0.0001	0	100	100	100	90	18.39	69.5	23.17	0	1381.73	0	-0.014	12	776	461	101	585.8	25344.18
qwik	True	1218	2.25	91158	34628	13	100	2.63	1031	106	1433.37	2126.54	1433.37	1.0091	0	74	96	100	90	15.44	54.8	9.97	0	1446.29	0	-0.002	16	754	415	83	861.8	26425.59
react	True	1251	2.31	158538	50256	1	100	3.15	1022	105	1947.76	2261.94	1947.76	0.0002	89	94.8	100	100	90	14.76	59.7	19.9	0	1382.14	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1082	2.18	26458	9243	1	100	2.86	1022	105	1387.18	1540.38	1387.18	0.0001	0	100	100	100	90	15.1	49.8	16.6	0	1383.58	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2832	2.27	117670	38609	11	68.6	3.05	1691	121	1669.76	2121.37	1669.76	0	0	98	100	96	90	19.2	79.7	14.12	0	1373.38	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1243.49	1539.58	1243.49	0.146	0	94	100	96	90	13.59	69.8	12.47	0	1436.4	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	638	2.17	17211	5999	1	96.97	2.87	1024	105	1212.83	1397.65	1212.83	0.0001	0	100	100	100	90	17.83	69.8	23.27	0	1373.14	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1327	2.23	76585	29349	1	100	2.61	1022	104	1629.87	1855.4	1629.87	0.0001	0	99	100	100	90	14.85	69.8	9.42	0	1382.91	0	-0.004	11	677	217	57	686.46	10853.47
