framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1759.98	2014.23	1759.98	0.0002	25.6	98.2	100	100	90	15.02	74.8	24.93	0	1081.54	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	5943	2.36	193581	61947	3	90.45	3.12	5086	104	1759.27	2253.68	1759.27	0.0001	6.4	97.4	100	100	90	14.57	114.5	38.17	0	1085.36	0	-0.007	13	859	484	89	616.31	29894.72
jquery	True	1069	2.26	100009	34722	1	99.5	2.88	1497	116	1828.24	2017.77	1828.24	0.1459	0	92	100	99.2	90	14.7	109.6	36.53	0	1072.38	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	682	2.21	59808	15719	1	98.81	3.8	1534	118	1543.55	1848.33	1543.55	0.055	0.8	99	96	100	90	18.81	89.7	29.9	0	1068.45	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	27.96	154.4	46.08	0	1076.8	39.9	-0.002	4	321	234	67	154.88	17543.75
preact	True	694	2.18	27622	10088	1	100	2.74	1024	103	1362.32	1668.48	1362.32	0.0001	0	99.4	100	100	90	13.05	49.7	9.12	0	1078.92	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1144	2.25	91158	34628	13	100	2.63	1511	116	1416.75	2124.35	1416.75	0.8056	0	79	96	100	90	14.91	94.7	31.57	0	1083.85	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1181	2.31	158538	50256	1	100	3.15	1021	105	1945.29	2251.33	1945.29	0.0002	114.2	94.2	100	100	90	13.63	104.5	34.83	0	1067.75	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1022	2.18	26458	9243	1	100	2.86	1526	117	1388.48	1542.73	1388.48	0.0001	0	99.6	100	100	90	13.31	89.6	15.77	0	1064.1	0	-0.008	12	786	458	98	581.44	26202.05
svelte	True	2710	2.27	117670	38612	11	68.6	3.05	1024	104	1669.03	2057.28	1669.03	0	1.2	98.4	100	96	90	13.61	79.7	26.57	0	1052.21	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1272.97	1543.76	1272.97	0.146	0	94	100	96	90	13.26	84.6	28.2	0	1067.78	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	604	2.17	17211	5999	1	96.97	2.87	1022	104	1211.48	1391.62	1211.48	0.0001	0	100	100	100	90	14.61	84.7	28.23	0	1057.08	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1241	2.23	76585	29349	1	100	2.61	1522	116	1660.47	1854.5	1660.47	0.0001	0	99	100	100	90	15.19	99.5	33.17	0	1071.84	0	-0.008	11	677	217	57	686.46	10853.47
